index,fas_code,enrollment
695,FAS-203507-2218-1-1-002,15
696,FAS-216637-2218-1-1-002,13
697,FAS-203507-2218-1-1-001,16
698,FAS-113749-2218-1-1-001,7
699,FAS-205111-2218-1-1-001,6
700,FAS-110785-2218-1-1-001,55
701,FAS-125790-2218-1-1-001,13
702,FAS-111954-2218-1-1-001,59
703,FAS-123850-2218-1-1-001,23
704,FAS-123439-2218-1-1-001,6
705,FAS-138303-2218-1-1-001,8
706,FAS-115947-2218-1-1-001,13
707,FAS-204095-2218-1-1-001,20
708,FAS-111010-2218-1-1-001,265
709,FAS-218229-2218-1-1-001,36
710,FAS-123680-2218-1-1-001,251
711,FAS-111161-2218-1-1-001,238
712,FAS-125396-2218-1-1-001,55
713,FAS-110596-2218-1-1-001,29
714,FAS-119196-2218-1-1-001,270
715,FAS-110989-2218-1-1-001,122
716,FAS-207485-2218-1-1-001,211
717,FAS-110808-2218-1-1-001,29
718,FAS-113627-2218-1-1-001,47
719,FAS-216307-2218-1-1-001,14
720,FAS-122943-2218-1-1-001,29
721,FAS-117647-2218-1-1-001,11
722,FAS-109817-2218-1-1-001,29
723,FAS-123227-2218-1-1-001,42
724,FAS-122603-2218-1-1-001,34
725,FAS-118302-2218-1-1-001,19
726,FAS-111533-2218-1-1-001,34
727,FAS-111458-2218-1-1-001,38
728,FAS-111133-2218-1-1-001,23
729,FAS-113369-2218-1-1-001,15
730,FAS-123238-2218-1-1-001,14
731,FAS-123243-2218-1-1-001,16
732,FAS-119502-2218-1-1-001,31
733,FAS-123441-2218-1-1-001,14
734,FAS-218250-2218-1-1-001,51
735,FAS-218243-2218-1-1-001,35
736,FAS-127207-2218-1-1-001,16
737,FAS-218245-2218-1-1-001,25
738,FAS-156089-2218-1-1-001,47
739,FAS-116477-2218-1-1-001,72
740,FAS-122596-2218-1-1-001,16
741,FAS-114740-2218-1-1-001,17
742,FAS-208016-2218-1-1-001,16
743,FAS-107400-2218-1-1-001,13
744,FAS-107400-2218-1-1-PM,8
745,FAS-113752-2218-1-1-001,67
746,FAS-148547-2218-1-1-001,30
747,FAS-109394-2218-1-1-001,14
748,FAS-130614-2218-F2-1-001,15
749,FAS-127507-2218-1-1-001,168
750,FAS-109073-2218-1-1-001,115
751,FAS-161280-2218-F2-1-001,13
752,FAS-126269-2218-1-1-001,8
753,FAS-205295-2218-1-1-001,26
754,FAS-216813-2218-1-1-001,15
755,FAS-205051-2218-1-1-001,12
756,FAS-108213-2218-1-1-001,6
757,FAS-116413-2218-1-1-001,9
758,FAS-117649-2218-1-1-001,9
759,FAS-205890-2218-1-1-001,9
760,FAS-128215-2218-1-1-1,12
761,FAS-205158-2218-1-1-1,15
762,FAS-109230-2218-1-1-001,6
763,FAS-207090-2218-1-1-1,17
764,FAS-121189-2218-1-1-001,363
765,FAS-159706-2218-1-1-001,39
766,FAS-119061-2218-1-1-001,20
767,FAS-110424-2218-1-1-001,108
768,FAS-110450-2218-1-1-001,41
769,FAS-117711-2218-1-1-001,230
770,FAS-122530-2218-1-1-001,27
771,FAS-122529-2218-1-1-001,16
772,FAS-117342-2218-1-1-001,19
773,FAS-203081-2218-1-1-001,89
774,FAS-124900-2218-1-1-001,11
775,FAS-218679-2218-1-1-001,32
776,FAS-111720-2218-1-1-001,86
777,FAS-156950-2218-F2-1-001,10
778,FAS-111353-2218-1-1-001,12
779,FAS-110114-2218-1-1-001,31
780,FAS-110112-2218-1-1-001,50
781,FAS-110115-2218-1-1-001,34
782,FAS-125212-2218-1-1-001,16
783,FAS-110128-2218-1-1-001,40
784,FAS-000018-2218-1-1-001,15
785,FAS-204967-2218-1-1-001,24
786,FAS-138072-2218-1-1-001,13
787,FAS-127668-2218-1-1-001,20
788,FAS-118185-2218-1-1-001,10
789,FAS-218277-2218-1-1-001,9
790,FAS-114188-2218-1-1-001,7
791,FAS-108982-2218-1-1-001,35
792,FAS-111399-2218-1-1-001,9
793,FAS-153042-2218-1-1-001,37
794,FAS-124044-2218-1-1-SEM,7
795,FAS-111123-2218-1-1-001,6
796,FAS-116746-2218-1-1-001,17
797,FAS-116746-2218-1-1-002,10
798,FAS-218677-2218-1-1-001,9
799,FAS-118849-2218-1-1-001,19
800,FAS-116746-2218-1-1-004,11
801,FAS-116746-2218-1-1-003,6
802,FAS-109425-2218-1-1-001,10
803,FAS-121346-2218-1-1-001,14
804,FAS-109425-2218-1-1-002,6
805,FAS-112869-2218-1-1-001,10
806,FAS-121346-2218-1-1-002,10
807,FAS-121928-2218-1-1-001,34
808,FAS-161217-2218-1-2-001,16
809,FAS-108971-2218-1-1-001,8
810,FAS-110947-2218-1-1-001,6
811,FAS-114218-2218-1-1-001,9
812,FAS-107349-2218-1-1-001,21
813,FAS-119630-2218-1-1-001,5
814,FAS-117327-2218-1-1-001,17
815,FAS-123051-2218-1-1-001,9
816,FAS-119874-2218-1-1-001,5
817,FAS-113576-2218-1-1-001,6
818,FAS-207476-2218-1-1-001,230
819,FAS-212830-2218-1-1-001,15
820,FAS-205105-2218-1-1-001,27
821,FAS-212832-2218-1-1-001,19
822,FAS-123674-2218-1-1-001,161
823,FAS-144594-2218-1-1-001,68
824,FAS-142224-2218-1-1-001,21
825,FAS-130236-2218-1-1-001,17
826,FAS-218751-2218-1-1-001,37
827,FAS-145857-2218-1-1-001,17
828,FAS-131261-2218-1-1-001,9
829,FAS-142688-2218-1-1-001,13
830,FAS-145414-2218-1-1-001,8
831,FAS-148242-2218-1-1-001,10
832,FAS-133181-2218-1-1-001,29
833,FAS-108031-2218-1-1-001,25
834,FAS-132738-2218-1-1-001,64
835,FAS-156186-2218-1-1-001,17
836,FAS-218341-2218-1-1-001,29
837,FAS-109600-2218-1-1-001,88
838,FAS-218342-2218-1-1-001,22
839,FAS-121759-2218-1-1-001,11
840,FAS-156021-2218-1-1-001,13
841,FAS-113573-2218-1-1-001,15
842,FAS-000138-2218-1-1-001,34
843,FAS-117823-2218-1-1-001,41
844,FAS-112463-2218-1-1-001,11
845,FAS-218324-2218-1-1-001,20
846,FAS-116996-2218-1-1-001,13
847,FAS-111785-2218-1-1-001,28
848,FAS-218280-2218-1-1-001,25
849,FAS-122575-2218-1-1-001,187
850,FAS-111164-2218-1-1-001,76
851,FAS-109457-2218-1-1-001,71
852,FAS-111896-2218-1-1-001,35
853,FAS-124154-2218-1-1-001,50
854,FAS-111197-2218-1-1-001,22
855,FAS-121885-2218-1-1-001,6
856,FAS-111967-2218-1-1-001,7
857,FAS-207005-2218-1-1-001,41
858,FAS-121993-2218-1-1-001,10
859,FAS-108465-2218-1-1-001,25
860,FAS-111231-2218-1-1-001,22
861,FAS-111731-2218-1-1-001,16
862,FAS-111314-2218-1-1-001,15
863,FAS-112107-2218-1-1-001,27
864,FAS-218167-2218-1-1-001,16
865,FAS-122930-2218-1-1-001,27
866,FAS-122818-2218-1-1-001,13
867,FAS-110526-2218-1-1-001,57
868,FAS-203329-2218-1-1-001,42
869,FAS-118509-2218-1-1-001,51
870,FAS-126551-2218-1-1-001,33
871,FAS-114178-2218-1-1-001,104
872,FAS-123941-2218-1-1-001,382
873,FAS-203208-2218-1-1-001,19
874,FAS-126556-2218-1-1-001,114
875,FAS-216078-2218-1-1-001,18
876,FAS-116622-2218-1-1-001,23
877,FAS-122224-2218-1-1-001,84
878,FAS-216446-2218-1-1-001,13
879,FAS-207573-2218-1-1-001,28
880,FAS-218502-2218-1-1-001,37
881,FAS-216386-2218-1-1-001,14
882,FAS-216126-2218-1-1-001,14
883,FAS-218508-2218-1-1-001,12
884,FAS-125979-2218-1-1-001,10
885,FAS-218489-2218-1-1-001,15
886,FAS-216447-2218-1-1-001,9
887,FAS-123305-2218-1-1-001,15
888,FAS-218511-2218-1-1-001,10
889,FAS-218525-2218-1-1-001,14
890,FAS-118254-2218-1-1-001,129
891,FAS-127078-2218-1-1-001,49
892,FAS-116095-2218-1-1-001,62
893,FAS-121738-2218-1-1-001,17
894,FAS-118790-2218-1-1-001,8
895,FAS-117820-2218-1-1-001,11
896,FAS-207497-2218-1-1-001,10
897,FAS-119124-2218-1-1-001,9
898,FAS-160667-2218-1-1-001,25
899,FAS-120559-2218-1-1-001,14
900,FAS-115582-2218-1-1-001,12
901,FAS-113780-2218-1-1-001,5
902,FAS-156623-2218-1-1-001,8
903,FAS-114362-2218-1-1-001,8
904,FAS-208031-2218-1-1-1,23
905,FAS-107859-2218-1-1-01,11
906,FAS-125125-2218-1-1-01,8
907,FAS-216807-2218-1-1-01,10
908,FAS-156249-2218-1-1-01,5
909,FAS-161217-2218-1-1-01,16
910,FAS-217619-2218-1-1-001,9
911,FAS-122916-2218-1-1-001,10
912,FAS-126942-2218-1-1-002,12
913,FAS-217619-2218-1-1-002,6
914,FAS-112005-2218-1-1-001,6
915,FAS-109826-2218-1-1-001,10
916,FAS-207932-2218-1-1-001,10
917,FAS-126038-2218-1-1-001,14
918,FAS-113814-2218-1-1-001,11
919,FAS-113814-2218-1-1-004,7
920,FAS-113814-2218-1-1-002,9
921,FAS-207950-2218-1-1-001,21
922,FAS-113814-2218-1-1-003,10
923,FAS-124524-2218-1-1-001,9
924,FAS-114200-2218-1-1-001,10
925,FAS-205260-2218-1-2-001,12
926,FAS-125058-2218-1-1-002,16
927,FAS-125058-2218-1-1-003,16
928,FAS-115920-2218-1-1-002,7
929,FAS-109820-2218-1-1-001,16
930,FAS-127573-2218-1-1-003,11
931,FAS-115919-2218-1-1-001,10
932,FAS-127573-2218-1-1-001,13
933,FAS-109772-2218-1-1-001,14
934,FAS-110578-2218-1-1-001,7
935,FAS-141012-2218-1-1-001,20
936,FAS-218536-2218-1-1-001,16
937,FAS-217638-2218-1-1-001,9
938,FAS-108816-2218-1-1-001,7
939,FAS-108818-2218-1-1-001,10
940,FAS-110074-2218-1-1-001,7
941,FAS-122907-2218-1-1-002,6
942,FAS-109342-2218-1-1-001,5
943,FAS-112823-2218-1-1-001,11
944,FAS-120717-2218-1-1-001,11
945,FAS-218659-2218-1-1-001,10
946,FAS-110859-2218-1-1-001,8
947,FAS-127533-2218-1-1-001,10
948,FAS-218532-2218-1-1-001,16
949,FAS-215995-2218-1-1-001,27
950,FAS-218574-2218-1-1-001,14
951,FAS-205015-2218-1-1-001,13
952,FAS-115470-2218-1-1-001,103
953,FAS-218541-2218-1-1-001,9
954,FAS-213383-2218-1-1-001,9
955,FAS-218231-2218-1-1-001,35
956,FAS-218582-2218-1-1-001,12
957,FAS-116329-2218-1-1-001,10
958,FAS-115179-2218-1-1-001,7
959,FAS-127817-2218-1-1-001,9
960,FAS-125982-2218-1-1-001,10
961,FAS-156263-2218-1-1-001,10
962,FAS-213296-2218-1-1-001,7
963,FAS-216073-2218-1-1-001,9
964,FAS-218304-2218-1-1-001,9
965,FAS-115130-2218-1-1-001,42
966,FAS-205091-2218-1-1-001,11
967,FAS-215924-2218-1-1-001,11
968,FAS-212727-2218-1-1-001,43
969,FAS-117946-2218-1-1-001,11
970,FAS-203333-2218-1-1-001,16
971,FAS-141657-2218-1-1-001,18
972,FAS-203368-2218-1-1-001,26
973,FAS-212659-2218-1-1-001,34
974,FAS-218204-2218-1-1-001,13
975,FAS-218200-2218-1-1-001,22
976,FAS-218199-2218-1-1-001,12
977,FAS-218201-2218-1-1-001,30
978,FAS-218202-2218-1-1-001,18
979,FAS-109680-2218-1-1-001,20
980,FAS-218203-2218-1-1-001,12
981,FAS-203272-2218-1-1-001,32
982,FAS-119985-2218-1-1-001,8
983,FAS-218279-2218-1-1-SEM,12
984,FAS-111781-2218-1-1-001,13
985,FAS-108137-2218-1-1-001,13
986,FAS-218268-2218-1-1-SEM,7
987,FAS-112874-2218-1-1-001,10
988,FAS-113639-2218-1-1-001,17
989,FAS-117877-2218-1-1-001,11
990,FAS-114270-2218-1-1-001,6
991,FAS-112079-2218-1-1-001,16
992,FAS-123045-2218-1-1-001,10
993,FAS-113324-2218-1-1-001,9
994,FAS-127491-2218-1-1-001,5
995,FAS-114027-2218-1-1-001,112
996,FAS-159964-2218-1-1-001,28
997,FAS-110766-2218-1-1-001,646
998,FAS-156425-2218-1-1-001,32
999,FAS-160736-2218-1-1-001,13
1000,FAS-203101-2218-1-1-001,230
1001,FAS-110751-2218-1-1-001,76
1002,FAS-111696-2218-1-1-001,60
1003,FAS-127856-2218-1-1-001,18
1004,FAS-218350-2218-1-1-001,15
1005,FAS-111130-2218-1-1-001,43
1006,FAS-110392-2218-1-1-001,13
1007,FAS-125800-2218-1-1-001,43
1008,FAS-125804-2218-1-1-001,20
1009,FAS-212688-2218-1-1-001,11
1010,FAS-128041-2218-1-1-001,30
1011,FAS-213478-2218-1-1-001,50
1012,FAS-125185-2218-1-1-01,11
1013,FAS-204006-2218-1-1-001,20
1014,FAS-204358-2218-1-1-01,32
1015,FAS-218466-2218-1-1-01,32
1016,FAS-216826-2218-1-1-001,11
1017,FAS-207571-2218-1-1-001,12
1018,FAS-218290-2218-1-1-001,37
1019,FAS-160647-2218-1-1-001,7
1020,FAS-117461-2218-1-1-001,12
1021,FAS-118497-2218-1-1-001,14
1022,FAS-160654-2218-1-1-001,14
1023,FAS-215995-2218-1-2-001,27
1024,FAS-123080-2218-1-1-001,8
1025,FAS-207819-2218-1-1-001,8
1026,FAS-217446-2218-1-1-001,23
1027,FAS-215988-2218-1-1-001,14
1028,FAS-156461-2218-1-1-001,12
1029,FAS-217585-2218-1-1-001,21
1030,FAS-120677-2218-1-1-001,16
1031,FAS-217409-2218-1-1-001,11
1032,FAS-108619-2218-1-1-001,16
1033,FAS-208114-2218-1-2-0001,31
1034,FAS-142819-2218-1-1-01,11
1035,FAS-126957-2218-1-1-001,17
1036,FAS-205489-2218-1-1-001,14
1037,FAS-207804-2218-1-2-001,15
